mean,std,min_time,max_time
0.9986551586794853,0.00796422115589913,131.5127135392686,1591.0015136318616
1.0000000032108083,0.0001824425855697401,120.53930025400041,1591.001496142846
0.9999964798636622,0.00017884279262412263,120.53931252173061,1591.0015114535854
0.9999410509491109,0.002780041186252264,169.52075245216838,1591.0014804169696
0.9933171735591999,0.04686145223427814,1274.1403069155713,1471.1360865217066
0.9887442926686741,0.028947450458188702,906.8465475403427,1591.001448709365
0.9998595265491443,0.0011226295536179583,120.53930290989956,1591.001509873713
0.9996749005639153,0.031040239978226518,131.51268095415435,1591.0014948497337
1.0000035625639798,0.00019658545162045242,131.51265782953124,1591.0014689986638
0.9990760649800983,0.004639797228291397,352.37620656994113,1591.0014378685955
1.0000083266923332,0.0005538154716375594,131.51264089971664,1591.0014522186175
1.0002808770378204,0.018777303653919417,120.53925608777354,1591.0014635201296
0.9997807116922329,0.0018381500820905422,1274.1402389276263,1591.0013782174428
0.9998547030431333,0.0026459671519154988,169.52087953904993,1591.0019080160928
0.9999999166655199,9.25419757571266e-05,120.53933061232237,1591.0015455674657
0.9999546618559779,0.007502158788253959,131.5126833031827,1591.001511210423
0.9982846319357446,0.010039515658772607,169.52068284791312,1591.0013868055612
0.9998693899262086,0.04449936116176417,120.53965705112932,1591.0018959902154
0.9944235136722139,0.11082388289164745,131.5126486592635,1591.0014747352616
0.9414071587764952,0.17123848520935386,1274.140261526867,1471.1361303611557
1.000047336904784,0.004804612034883883,120.53922077795869,1591.0014314719228
0.9779443439432546,0.07218726448676471,131.51259713302716,1591.0014174502794
0.9995641637940937,0.006543057140397809,906.8464687865417,1591.001363086565
0.9996964928650122,0.0017846709267230446,352.3762761006219,1557.9587348522691
0.9989333557496681,0.0727860713270999,131.51264805390383,1591.0014803183658
0.9999826145787244,0.01775254108465724,131.51260032187565,1591.001423638656
0.9313129752118888,0.1643266834638292,131.5125978315191,1591.0014217249627
0.9905621794699864,0.026003660310156662,169.52068513873382,1471.136140298484
0.9925100992744519,0.03897900286330195,131.51257667815662,1591.00139869743
0.9999936125824175,0.0004065611834353506,120.53918721355876,1591.0013987727216
1.000002557084667,0.0003228177227465929,131.51257261095452,1591.001391177073
0.9998332761641825,0.0055336867570873445,169.52066785175703,1591.001390676298
0.9636483053101615,0.07611633674019286,131.5125470783969,1591.0013609846283
0.9945852173934857,0.0194906561117819,131.51253370460472,1591.0013481995775
0.9999779263910809,0.00048557051814811876,120.53913899246982,1591.0013464139993
1.0000631121032775,0.0074062443850385915,131.51272627475555,1591.0015745120982
0.9999532151461927,0.009173806519765605,539.4505873139715,1591.0015702858727
0.9980233814843479,0.08524469906000084,131.51272040695767,1591.0015656941614
0.9961824369744853,0.01580198490055873,352.3761941104749,905.9270234475698
0.9963430176105292,0.02677768371372087,539.4505827416433,1182.0214759559894
0.9983858345075571,0.011004767474256485,131.51271754488698,1591.00156314973
0.999903277911159,0.0028091213296921463,539.4505811854033,1591.0015625118904
0.9997104038375303,0.0017281531877658914,539.4505784258945,1591.001558507669
0.998041587959511,0.010876259358970844,539.450579266646,905.9270195835124
0.9999714978879947,0.0006314093574292255,131.5126759133709,1591.0015137119553
0.9975446276007169,0.01255388275884436,906.8465316584989,1591.0015064912077
0.9991079823893994,0.011564214220846048,131.5126519871119,1591.0014875870766
0.986201743260601,0.12626511724032596,131.51261986148893,1591.0014497305601
1.0000014442871672,0.00041600165696738565,120.53923240761651,1591.0014473049887
0.9977846671536454,0.015078833287172935,131.51260444297804,1591.0014321212002
0.9998552774108013,0.0015447980362866536,131.5125898172555,1591.0014169241113
0.9999972170269613,0.0012939125751406267,169.52066385847866,1591.001405742274
0.9832262558429667,0.049637928569369175,131.51256083100452,1591.0013847973823
0.9999381216317504,0.007941343193683132,352.37627068509755,1591.0013782377864
0.9749356960610416,0.1325987395242086,1274.140202175775,1471.1361759341453
0.9981586158612878,0.009834918191887225,906.8464582381494,1591.0013640085308
1.0000126121101993,0.00040576715923410016,120.53912526099157,1591.0013356871714
0.9993974707140397,0.0051055735273091984,906.8464248988967,1591.0013029998154
0.9999138884544712,0.019536936867634632,352.3763169444719,1591.0012883389645
0.9990356169385458,0.0021354575643009735,120.53963849336287,1591.0018834963485
0.9967268659918518,0.009067274188520673,120.53960650662339,1591.001849130953
0.9949851148654064,0.020646207838984763,906.8466582897308,1591.001825303647
0.9922292768013724,0.027860424190601304,539.4505768198287,1000.2687865891203
0.9995332150722352,0.03551671214733354,131.5127122591657,1591.0015593999633
0.9999973714636956,0.019076904334852218,131.51269553552265,1591.001541892234
1.0000005001876175,0.0007901160390276201,131.51261987755424,1591.0014562420474
0.9994658084053745,0.008488795794976306,120.5392302633627,1591.0014476875003
0.993942790718504,0.027794372356689457,131.5125989037042,1591.0014297387606
0.9966015415896403,0.023093310243447417,131.51255260812468,1591.0013761115624
0.999642118200144,0.005108116306932632,120.53967135030689,1591.0019222115443
0.9997232900531045,0.04931662058644612,120.53963470811868,1591.001881966593
1.0007589636950762,0.004854984237362635,120.53960958324751,1591.0018556719224
1.000434379421039,0.0028550645769647083,120.53958335021889,1591.0018284915059
0.9999959954822231,0.00014714882444821903,260.22478627745295,1557.9591620593055
0.9495132845551822,0.13497701261003028,120.53932880474167,1591.0015552328186
1.0000024863213919,0.0010083332643488075,169.52071221810183,349.4951976657976
0.9998897522478252,0.0005337834105485693,131.51265141469776,1591.0014960316985
0.9997572587444641,0.014919477300740716,131.5125916399702,1591.0014266680446
0.9967180600856173,0.029110734475083284,131.51258633294492,1591.0014196097545
0.9820152093319828,0.13775105430917045,120.53917256548448,1591.0013902654682
0.9817403190555751,0.07817803507735376,169.52062774039223,442.20255489672127
0.9988143270886994,0.012123728274883519,131.51251621040865,1591.0013414209461
1.0000021135838377,0.00028176408905954977,120.53912434084486,1471.136196418236
0.9969070491980445,0.01269597415615893,120.53911838678323,1591.0013330367874
0.9999991319068547,0.0005100800994276307,120.53968075119337,1591.001936164561
1.0000020711067754,0.008806002394829931,120.53959652796766,1591.0018436359169
1.0000228516833847,0.000850728789720301,131.51263841983746,1591.001482787593
0.9999819496250844,0.0002792349199457892,131.51263115167967,1591.0014759257829
0.9951866430929478,0.02935692091378058,131.5126178516948,1591.0014590243445
0.9993693892105602,0.055044348833494385,131.51258550360217,1591.0014254927737
0.9946220709040627,0.05256704443000656,131.51258467623848,1591.0014211154994
0.9983113504737826,0.007358096392578271,352.37628058226255,1591.0014159761995
0.9987287696139583,0.003417336634255125,131.51254957608762,1591.0013841363325
0.9944940088469219,0.036529831570820126,131.5125293744204,1591.0013606617067
0.999813577823113,0.0014300205343123252,120.53910439890024,1591.0013210615944
0.9946216488042002,0.01920830800118168,131.5124942456314,1591.0013184655036
0.9998345390818817,0.001754888801179903,131.5129942720232,1591.0019021658154
0.9754398640848364,0.15463254133231796,1274.140429374711,1471.1360142787817
0.9922952472610335,0.032087293867294066,120.53957814074965,1591.001827358843
0.9982238930490888,0.055792210284404384,352.3762126198126,1591.001585689628
0.9999952995234622,0.0005496032970714756,131.51264888429432,1591.001499678554
0.9967922543564528,0.09465796991440383,1001.2087361202284,1471.1361621716424
